id,qid1,qid2,is_duplicate,question1_clean,question2_clean,question1_len,question2_len,common_words,cosine_distance,euclidean_distances,minkowski_distances,manhattan_distances,jaccard_distances,fuzz_ratio,fuzz_partial_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio
1077,2155,2156,0,hack nsa pentagon dump file big would manhunt be would finally open eye public and would see hacker circle,maintain datum flat file server way handle hacker open flat file,106,64,3,0.22007688710662326,1.2489380392104141,0.8040731454206794,5.459820009304528,0.9523809523809523,42,47,47,46
1078,2157,2158,0,good winter jacket temperature get coimbatore,winter jacket wear summer,45,25,2,0.502599040681165,0.9973975730057048,0.7660978973428254,2.409920149805651,0.8888888888888888,51,72,68,54
1079,2159,2160,0,well batsman virat kohli joe root,well player among two virat kohli joe root,33,42,5,0.7126395693035541,0.7581034635146392,0.6035572937367731,1.6894931277441618,0.9166666666666666,75,69,86,77
1080,2161,2162,0,many pullup average person do,many photo day average person take phone,29,40,3,0.465829990401888,1.0336053498295295,0.7874811898235033,2.5612160010915392,0.9230769230769231,67,72,79,70
1081,2163,2164,0,trump win election,think trump win election,18,24,3,0.8946161335531592,0.45909447055446223,0.44797034787980483,0.62884228372156,0.875,86,100,100,86
1082,2165,2166,0,people show off facebook yes why,good way deal show off people,32,29,3,0.5416961297084307,0.9573963341182892,0.7208013195138762,2.425312780203404,0.9230769230769231,49,52,72,72
1083,2167,2168,0,safe pregnent sex,woman really squirt sex safe consume vaginal fluid,17,50,2,0.37424836044341325,1.1187060736016292,0.8739210201179385,2.6556285560243698,0.8888888888888888,27,41,64,33
1084,2169,2170,0,learn java,learn java internal,10,19,2,1.0,0.0,0.0,0.0,0.0,69,100,100,69
1085,2171,2172,0,symptom low sperm count,cause low sperm count,23,21,3,0.7954122130060965,0.6396683312372178,0.5711345710380475,0.9723196517532702,0.8571428571428572,77,76,83,68
1086,2173,2174,1,make india different rest world,make india different country world,31,34,4,0.6890694246167512,0.7885817337261228,0.70303981721018,1.2498221537104564,0.9090909090909091,86,81,91,80
1087,2175,2176,0,word anachronism use sentence,word inarticulate use sentence,29,30,3,0.7573821284164427,0.6965886470271494,0.6595579054089487,1.068315900821461,0.875,71,69,74,71
1088,2177,2178,1,freshman promote app free,promote app free,25,16,3,0.7985678795315527,0.6347158741806403,0.6063696568958797,0.9467676231589155,0.875,78,100,100,78
1089,2179,2180,0,review crystal it,review crystal method,17,21,2,0.7255413342217709,0.7408895542227995,0.6606480028704712,1.1135085435996943,0.8571428571428572,84,88,90,84
1090,2181,2182,0,color mix green blue make,make color aqua use color,25,25,2,0.44765104972339603,1.0510460982055962,0.7941806085286733,2.5538145523018496,0.8888888888888888,40,44,69,60
1091,2183,2184,0,vote donald trump hillary clinton,vote hillary clinton donald trump,33,33,5,1.0000000000000002,1.5700924586837752e-16,1.2708881086990577e-16,3.3306690738754696e-16,0.9090909090909091,61,61,100,100
1092,2185,2186,0,girl love blowjobs,people enjoy give blowjob,18,25,0,0.0,1.4142135623730951,1.0752704823357917,3.3775968829821967,0.8571428571428572,56,80,56,56
1093,2187,2188,1,dubai police drive fast car,dubai police super car,27,22,3,0.6608310280361029,0.8236127390514272,0.6895691545903457,1.4924660911604446,0.9,73,64,84,65
1094,2189,2190,0,know guinea pig pregnant,care guinea pig,24,15,2,0.6832405335576309,0.7959390258586007,0.6699025605835386,1.4332105381742037,0.875,56,73,80,51
1095,2191,2192,0,ep file for,prospective ece mechanical engineer know must take hl math physics third hl subject be chemistry cs econ,11,104,0,0.0,1.4142135623730951,0.9755833825254339,5.220140766309023,0.9333333333333333,10,36,7,7
1096,2193,2194,0,draw angel step by step,draw cat step by step,23,21,3,0.8426538585807263,0.5609744047980687,0.5000064227708207,0.8145445310278804,0.8888888888888888,86,81,86,77
1097,2195,2196,0,difference stem cell differentiate cell,difference pluripotent multipotent totipotent stem cell,39,55,3,0.8403470189746062,0.5650716432902891,0.49063188415339004,1.014609833690395,0.875,43,49,74,60
1098,2197,2198,0,multiple domain one website bad seo,well option seo use multiple website spread several domain one single domain,35,76,5,0.7547975745237339,0.7002891195445866,0.5118574680917323,2.0424936146131003,0.9375,45,66,94,59
1099,2199,2200,0,crs score chance get canada pr,planning apply canada pr chance,30,31,3,0.5778193325249178,0.9188913618867925,0.7177253445739389,2.0747356134802333,0.9166666666666666,43,43,70,59
1100,2201,2202,0,micro atms work bank introduce india,good time withdraw money work atm present india,36,47,2,0.1541676958007191,1.3006400764233594,0.9080278119740741,4.008820707161441,0.9333333333333333,48,55,51,53
1101,2203,2204,0,individual event history source pride tomã,individual event history source pride belarus,42,45,5,0.8961903748516412,0.45565255436211227,0.4445287558197866,0.6745841667906998,0.9166666666666666,87,90,95,86
1102,2205,2206,0,serb today hate albanians,serb like russians,25,18,1,0.4898141667992197,1.0101344793647826,0.781378989928661,2.2313562476310604,0.8333333333333334,51,44,47,47
1103,2207,2208,1,dream awake,people dream awake,11,18,2,0.9201397258551366,0.39965053270291856,0.39239291615843275,0.5034768395971152,0.8333333333333334,76,100,100,76
1104,2209,2210,0,solution problem,solution problem,16,16,2,1.0,0.0,0.0,0.0,0.0,100,100,100,100
1105,2211,2212,0,strong major term job prospect weakest major lindenwood university,strong major term job prospect weakest major eastern university,66,63,7,0.849647514927134,0.5483657266329947,0.48853832292943067,0.7755062477449586,0.875,88,87,92,85
1106,2213,2214,1,meditation day long help improve motivation,meditation really help control thought own,43,42,2,0.3818653877291629,1.1118764430194905,0.7930515244730687,3.1536528269124107,0.9230769230769231,61,57,53,47
1107,2215,2216,0,how be life go,life go,14,7,2,0.6478707891018403,0.8392010616034274,0.7127175879780036,1.552725172046766,0.8571428571428572,67,100,100,67
1108,2217,2218,1,quora post question quora,good way ask question quora,25,27,2,0.5471131515749796,0.9517214386836311,0.7415688663232748,2.145858302318805,0.8888888888888888,73,76,85,69
1109,2219,2220,1,benefit learn another language,benefit learn third language,30,28,3,0.6720212393354437,0.8099120454278431,0.7215543455427286,1.1716269561397308,0.8888888888888888,90,86,90,76
1110,2221,2222,1,disaccharide example disaccharide,example disaccharide,33,20,2,0.9642944204093967,0.26722866459496225,0.24883963152497743,0.3579764709954607,0.8,75,100,100,75
1111,2223,2224,0,umayyad caliphate fall could do avoid fall,history islam umayyad caliphate invade christian territory,42,58,2,0.359992820543782,1.131377195683401,0.8361885179406503,3.116774102676883,0.9,44,52,63,46
1112,2225,2226,0,every one unique world good way find uniqueness,prevent people world use similar name like way protect unique name ip asset,47,75,3,0.29347476739829426,1.1887179922939721,0.8073863754334932,4.309510323927489,0.9473684210526316,34,44,51,43
1113,2227,2228,0,strong major term job prospect weakest major jackson state,strong major term job prospect weakest major morehead state,58,59,7,0.9298645411719818,0.37452759264977625,0.3682632977157861,0.5468250982519431,0.9375,89,88,92,85
1114,2229,2230,1,hack whatsapp account,hack another whatsapp account,21,29,3,0.8439494825430909,0.5586600351858171,0.5389704151128393,0.8060491529165317,0.875,84,86,100,84
1115,2231,2232,1,good field fresher,good field get fresher,18,22,3,0.9402778947000833,0.3456070175789745,0.3408014950922884,0.4387377668346325,0.875,90,78,100,90
1116,2233,2234,0,could safe place sex girlfriend,legal sex car india,31,19,1,0.21582245514368892,1.2523398459334518,0.9144357799845163,3.3410475060856415,0.9,44,58,48,48
1117,2235,2236,0,amazing coincidence ever happen you,what be big coincidence ever happen you,35,39,4,0.6924639643229636,0.78426530673878,0.6380975425342851,1.6006483105375062,0.9230769230769231,84,87,87,81
1118,2237,2238,1,google buy quora,google buy quora,16,16,3,1.0,0.0,0.0,0.0,0.0,100,100,100,100
1119,2239,2240,0,determine side latent strabismus use cover uncover test,heal fast cut cover uncover,55,27,2,0.3988253750459106,1.0965168716933538,0.7837442167235571,3.250276610778892,0.9090909090909091,49,63,65,46
1120,2241,2242,0,lab terrier mix shed lot so treat,husky cocker spaniel mix shed so good treatment this,33,52,3,0.4534130464165024,1.0455495718362642,0.7506458851208241,2.984299020445982,0.9166666666666666,54,67,52,54
1121,2243,2244,1,account transgender people gender socially construct,society reverse gender role would transgender people people different people,52,76,3,0.45018234490255193,1.0486349747146984,0.7413788163619872,3.2368393215567286,0.9166666666666666,44,53,65,53
1122,2245,2246,0,jesus like banana,jesus name jesus,17,16,1,0.6025169622495994,0.8916087008889053,0.7468372531086703,1.6881875387030791,0.8333333333333334,48,50,67,48
1123,2247,2248,0,true usa drop bomb laos secret war total amount bomb drop europe world war,realistic alternative end world war japan unconditional surrender without drop bomb,74,83,4,0.458709258234764,1.040471760083123,0.6808165951889832,4.02961178759304,0.95,20,26,48,47
1124,2249,2250,0,get internet browser roku,use roku browse internet,25,24,2,0.6941858363773813,0.7820667025549916,0.6664581057954324,1.4994571314740046,0.8571428571428572,41,42,90,82
1125,2251,2252,0,shortcut key subscript superscript excel,select text cell excel keyboard shortcut,40,40,2,0.3984984564871985,1.0968149739247741,0.7961232473645111,2.9282898161710422,0.8571428571428572,20,33,62,55
1126,2253,2254,0,weird disturbing thing kid say,creepy thing spouse ever do,30,27,1,0.12405454991031964,1.3235901556672898,0.9503267108844096,3.711230473704803,0.9090909090909091,32,38,39,35
1127,2255,2256,1,improve education system high school college,improve high school education,44,29,4,0.8327144984542734,0.5784211295340559,0.49652152230767116,1.1167251292808695,0.9,60,59,100,79
1128,2257,2258,1,create strong password,one create strong password tip,22,30,3,0.8092194861254933,0.6177062633234454,0.5363535864499209,1.1472489571545814,0.8888888888888888,85,100,100,85
1129,2259,2260,1,alien really exist do evidence it,alien really exist yes where,33,28,3,0.5321771015064423,0.9672878563215377,0.7478747969449694,2.142407666215412,0.9166666666666666,72,75,78,59
1130,2261,2262,0,find hacker,one become hacker,11,17,1,0.6040396242708017,0.8898992928744223,0.7402006107210801,1.623024078597836,0.8333333333333334,57,64,71,50
1131,2263,2264,0,aztec,aztec god,5,9,1,0.793963958660334,0.6419284093100509,0.6157523690734665,0.8140008695562427,0.75,71,100,100,71
1132,2265,2266,1,need study,need study,10,10,2,1.0000000000000002,0.0,0.0,0.0,0.0,100,100,100,100
1133,2267,2268,0,long recovery time wisdom tooth removal,important rinse salt water get wisdom tooth remove,39,50,2,0.3871475765830846,1.107115552611303,0.7807922047301546,3.3012480207610944,0.9230769230769231,63,68,58,54
1134,2269,2270,1,hillary clinton positive achievement secretary state,hillary clinton great achievement secretary state,52,49,5,0.8483787600304125,0.5506745680882451,0.4913827190787553,0.8274566361972637,0.9230769230769231,89,86,93,85
1135,2271,2272,0,difference growth development,growth development contrast,29,27,2,0.7206194191475884,0.7475032854140664,0.6687928802047983,1.1825427025286737,0.8571428571428572,64,80,80,64
1136,2273,2274,1,improve english language skill basically gujarati background,improve vocabulary english speaking skill year old software engineer come telugu medium background able write well speak skill poor,60,131,4,0.40934713428022773,1.0868788945598054,0.7155556222061824,4.383893838227534,0.9545454545454546,47,52,70,38
1137,2275,2276,1,get chance meet mr narendra modi,meet modi,32,9,2,0.5875578755516583,0.908231385108819,0.690810551720329,2.1635570002351443,0.8888888888888888,44,67,100,44
1138,2277,2278,0,example thrive society past present tiny government,ever country run libertarianism,51,31,0,0.0,1.4142135623730951,0.9898119770081525,4.3490328292306275,0.9090909090909091,15,32,27,27
1139,2279,2280,0,kind reproductive organ transgender people have,view transgender people,47,23,2,0.4178127854467629,1.0790618282130429,0.8107019161351668,2.7146643214845048,0.8888888888888888,60,83,88,51
1140,2281,2282,1,like work indian army,like work indian army,21,21,4,1.0,0.0,0.0,0.0,0.0,100,100,100,100
1141,2283,2284,1,good way native chinese speaker learn english,learn english well chinese,45,26,3,0.5663346724602906,0.9313058869562776,0.7127408963819134,2.3606041329362424,0.9166666666666666,37,67,89,65
1142,2285,2286,1,people belive god,people believe god real faith god believe god,17,45,2,0.4930144727797491,1.006961297389578,0.8293655194700134,2.182053566810204,0.8888888888888888,55,94,74,55
1143,2287,2288,0,java program take two file name input join line two file base given join field,print new line file use filewriter java,78,39,3,0.3938433943360064,1.1010509576436447,0.7456453390021226,3.9129623950849663,0.9411764705882353,34,59,54,50
1144,2289,2290,0,first music video ever produce,fan make music video ever release official music video song,30,59,3,0.5577717921882235,0.9404554298974265,0.6980431203116118,2.60490665301196,0.9230769230769231,52,70,70,47
1145,2291,2292,0,find metro pc phone pattern lock,get sprint phone work metro pcs,32,31,2,0.47271992049853767,1.0269177956403934,0.7520522741157419,2.7714782815481023,0.9,35,35,52,48
1146,2293,2294,0,fry food unhealthy,pan fry food unhealthy,18,22,3,0.8696397769587677,0.5106079181548837,0.49546161372837,0.7180042667322298,0.8333333333333334,90,100,100,90
1147,2295,2296,0,one get english audio track movie,possible find english audio file movie possible website get they,33,64,4,0.45768266609608826,1.0414579529716135,0.7669843834776257,3.045935424510672,0.9375,49,70,82,58
1148,2297,2298,0,like attend university waterloo graduate,like freshman university waterloo,40,33,3,0.5987502320072832,0.895823384370733,0.7534611110425213,1.6033091459505047,0.8888888888888888,74,82,84,74
1149,2299,2300,0,be old ft girl weigh kg fat mainly concentrate tummy thigh hip exercise follow,lose reduce thigh hip fat fast,78,30,3,0.36667026715264467,1.125459668621986,0.724240561533542,4.478218970969207,0.9375,33,50,60,33
1150,2301,2302,1,compare contrast property acid basis,compare contrast base acid,36,26,3,0.6650615597547823,0.8184600665215349,0.6752217488642368,1.6098711872523777,0.8888888888888888,74,73,89,81
